Tier,Income,Term,Loan Purpose,FICO,Member,Affiliate Channel,Grid Assigned,Loan Amount,Rate Selected,WAC,Approved,Declined,Conversion Rate,Converted,Doc Upload,DS to Signed (days)
8,57496,6,Medical,675,NonMember,NonAffiliate,AI,24642,0.05773,0.05773,0,1,0.000,0,0,
4,57623,3,HomeImprovement,697,Member,NonAffiliate,AF,27040,0.04607,0.04607,1,0,0.550,0,1,
1,78095,6,DebtConsolidation,818,NonMember,NonAffiliate,AA,38802,0.03565,0.03565,1,0,0.450,0,0,
8,46393,3,Medical,638,Member,NonAffiliate,AA,26830,0.05395,0.05395,0,1,0.000,0,0,
7,60534,7,Auto,662,Member,Affiliate,AH,31600,0.05497,0.05497,1,0,0.500,1,0,9
4,60497,3,HomeImprovement,691,NonMember,NonAffiliate,AF,24478,0.04707,0.04707,0,1,0.000,0,0,
3,65472,2,MajorPurchase,761,Member,NonAffiliate,AH,30102,0.03767,0.03767,1,0,0.550,0,1,
4,69526,2,Medical,737,Member,NonAffiliate,AD,28120,0.04155,0.04155,0,1,0.000,0,0,
2,85431,5,HomeImprovement,779,Member,NonAffiliate,AA,43373,0.03791,0.03791,1,0,0.550,1,1,1
3,72183,6,Medical,756,Member,Affiliate,AF,43691,0.04177,0.04177,0,1,0.000,0,0,
2,91606,2,DebtConsolidation,844,NonMember,Affiliate,AC,55083,0.03200,0.03200,1,0,0.400,0,1,
1,97504,3,DebtConsolidation,845,NonMember,NonAffiliate,AB,41071,0.03200,0.03200,1,0,0.450,0,0,
9,48728,6,HomeImprovement,617,Member,NonAffiliate,AG,11846,0.06227,0.06227,1,0,0.550,0,1,
5,73006,6,MajorPurchase,726,NonMember,NonAffiliate,AF,25212,0.04815,0.04815,1,0,0.450,1,1,3
10,31751,7,Medical,619,Member,NonAffiliate,AG,29381,0.06441,0.06441,0,1,0.000,0,0,
4,87091,4,Medical,791,Member,NonAffiliate,AE,47765,0.03665,0.03665,0,1,0.000,0,0,
5,77114,5,MajorPurchase,753,Member,Affiliate,AI,32210,0.04393,0.04393,0,1,0.000,0,0,
4,56477,2,Auto,708,NonMember,Affiliate,AI,32477,0.04385,0.04385,1,0,0.400,1,1,6
3,80822,7,DebtConsolidation,795,Member,NonAffiliate,AH,49043,0.04185,0.04185,1,0,0.550,1,0,3
8,40684,4,MajorPurchase,638,NonMember,NonAffiliate,AG,11782,0.05811,0.05811,0,1,0.000,0,0,
8,47516,7,HomeImprovement,616,NonMember,NonAffiliate,AG,22051,0.06341,0.06341,0,1,0.000,0,0,
1,81660,3,Auto,834,NonMember,NonAffiliate,AI,39035,0.03299,0.03299,1,0,0.450,0,1,
8,59151,4,MajorPurchase,665,Member,NonAffiliate,AC,28152,0.05273,0.05273,0,1,0.000,0,0,
3,78789,6,MajorPurchase,772,Member,NonAffiliate,AE,44767,0.03981,0.03981,1,0,0.550,0,0,
9,40086,6,Medical,630,NonMember,Affiliate,AB,33414,0.05849,0.05849,0,1,0.000,0,0,
6,64321,4,HomeImprovement,694,Member,NonAffiliate,AC,18113,0.04903,0.04903,0,1,0.000,0,0,
4,75695,3,Medical,783,Member,NonAffiliate,AI,28951,0.03857,0.03857,1,0,0.550,1,1,7
4,72365,4,HomeImprovement,753,Member,NonAffiliate,AH,39012,0.04283,0.04283,1,0,0.550,1,1,1
8,52999,7,DebtConsolidation,673,Member,NonAffiliate,AE,30987,0.05487,0.05487,1,0,0.550,0,0,
4,67207,7,Medical,723,Member,NonAffiliate,AG,25208,0.04785,0.04785,1,0,0.550,1,1,7
2,84967,4,MajorPurchase,848,Member,Affiliate,AH,38702,0.03200,0.03200,1,0,0.500,1,1,9
1,77936,4,DebtConsolidation,829,Member,NonAffiliate,AA,33783,0.03200,0.03200,0,1,0.000,0,0,
6,52351,4,Auto,684,NonMember,NonAffiliate,AD,16664,0.05053,0.05053,1,0,0.450,1,1,9
3,78034,3,Medical,788,NonMember,Affiliate,AC,41159,0.03535,0.03535,0,1,0.000,0,0,
6,53453,7,DebtConsolidation,680,NonMember,NonAffiliate,AI,26933,0.05517,0.05517,0,1,0.000,0,0,
5,57793,2,Medical,683,NonMember,NonAffiliate,AF,19098,0.04693,0.04693,0,1,0.000,0,0,
6,58077,5,HomeImprovement,680,Member,NonAffiliate,AF,30353,0.05041,0.05041,1,0,0.550,1,1,6
6,58626,7,MajorPurchase,693,NonMember,NonAffiliate,AC,39749,0.05351,0.05351,1,0,0.450,0,1,
7,45775,6,Auto,650,NonMember,NonAffiliate,AF,26643,0.05719,0.05719,1,0,0.450,0,1,
2,81841,5,MajorPurchase,809,Member,NonAffiliate,AF,52222,0.03573,0.03573,1,0,0.550,0,0,
5,56027,7,HomeImprovement,709,Member,NonAffiliate,AF,29524,0.05011,0.05011,0,1,0.000,0,0,
8,48280,2,DebtConsolidation,606,NonMember,Affiliate,AD,30028,0.05555,0.05555,1,0,0.400,1,0,1
3,86072,2,MajorPurchase,799,Member,NonAffiliate,AB,39242,0.03411,0.03411,1,0,0.550,1,1,10
6,52840,5,MajorPurchase,667,Member,Affiliate,AH,33354,0.05157,0.05157,1,0,0.500,0,1,
1,90065,2,MajorPurchase,810,NonMember,NonAffiliate,AI,43097,0.03349,0.03349,1,0,0.450,0,1,
6,46741,4,Medical,685,NonMember,NonAffiliate,AG,27498,0.05077,0.05077,0,1,0.000,0,0,
4,79174,6,MajorPurchase,776,Member,NonAffiliate,AF,40293,0.04251,0.04251,1,0,0.550,1,0,10
2,82360,6,HomeImprovement,796,Member,NonAffiliate,AF,36629,0.03881,0.03881,1,0,0.550,0,0,
7,52267,4,DebtConsolidation,662,Member,Affiliate,AF,22052,0.05053,0.05053,0,1,0.000,0,0,
4,65609,6,MajorPurchase,773,Member,NonAffiliate,AC,37931,0.04227,0.04227,1,0,0.550,1,0,6
2,71778,3,MajorPurchase,765,NonMember,NonAffiliate,AH,28217,0.03893,0.03893,1,0,0.450,0,1,
3,69962,2,MajorPurchase,773,NonMember,Affiliate,AE,27320,0.03463,0.03463,1,0,0.400,0,0,
2,80557,2,Auto,812,NonMember,Affiliate,AF,49966,0.03200,0.03200,1,0,0.400,1,1,3
5,49208,3,HomeImprovement,684,NonMember,Affiliate,AH,17578,0.04753,0.04753,1,0,0.400,1,0,3
2,83058,6,DebtConsolidation,825,Member,Affiliate,AB,47508,0.03283,0.03283,1,0,0.500,0,1,
4,83565,5,DebtConsolidation,783,NonMember,NonAffiliate,AF,43974,0.04055,0.04055,1,0,0.450,0,1,
6,48524,3,Medical,693,Member,NonAffiliate,AH,35296,0.04891,0.04891,1,0,0.550,1,0,4
4,51050,7,Auto,684,NonMember,NonAffiliate,AI,39322,0.05311,0.05311,1,0,0.450,0,0,
8,51931,7,DebtConsolidation,677,Member,Affiliate,AA,24301,0.05373,0.05373,0,1,0.000,0,0,
1,84845,2,Medical,848,Member,Affiliate,AF,37855,0.03200,0.03200,1,0,0.500,0,1,
2,80014,2,Auto,827,Member,NonAffiliate,AG,54340,0.03200,0.03200,1,0,0.550,1,1,9
2,78948,3,HomeImprovement,768,Member,Affiliate,AA,41406,0.03401,0.03401,1,0,0.500,1,1,4
5,62832,2,Auto,681,NonMember,NonAffiliate,AF,20553,0.04687,0.04687,0,1,0.000,0,0,
5,72420,7,Medical,738,Member,Affiliate,AI,39761,0.04809,0.04809,0,1,0.000,0,0,
8,55945,5,Medical,659,NonMember,Affiliate,AH,14789,0.05645,0.05645,0,1,0.000,0,0,
1,97602,3,Auto,845,NonMember,Affiliate,AC,43157,0.03200,0.03200,1,0,0.400,1,1,10
1,88840,7,HomeImprovement,819,NonMember,Affiliate,AF,47656,0.03669,0.03669,1,0,0.400,1,0,4
10,40231,6,MajorPurchase,619,NonMember,NonAffiliate,AA,17564,0.06237,0.06237,0,1,0.000,0,0,
2,93761,4,Medical,843,NonMember,NonAffiliate,AE,42067,0.03200,0.03200,1,0,0.450,0,1,
4,52606,7,DebtConsolidation,701,Member,Affiliate,AC,23151,0.04731,0.04731,0,1,0.000,0,0,
2,77393,5,MajorPurchase,811,NonMember,NonAffiliate,AF,53457,0.03673,0.03673,0,1,0.000,0,0,
4,57177,4,DebtConsolidation,688,Member,Affiliate,AE,37591,0.04401,0.04401,1,0,0.500,0,1,
5,76280,2,Auto,743,NonMember,NonAffiliate,AI,45203,0.04277,0.04277,1,0,0.450,0,0,
5,63992,3,Medical,692,NonMember,Affiliate,AB,27855,0.04567,0.04567,0,1,0.000,0,0,
5,72704,6,HomeImprovement,757,NonMember,NonAffiliate,AB,31984,0.04543,0.04543,0,1,0.000,0,0,
4,46425,4,Medical,687,Member,NonAffiliate,AC,22345,0.04697,0.04697,0,1,0.000,0,0,
6,56388,6,HomeImprovement,694,Member,NonAffiliate,AH,31757,0.05251,0.05251,0,1,0.000,0,0,
5,62517,2,Medical,696,Member,Affiliate,AB,22603,0.04347,0.04347,1,0,0.500,1,1,7
7,45916,5,MajorPurchase,673,NonMember,NonAffiliate,AG,21541,0.05473,0.05473,0,1,0.000,0,0,
6,59215,5,DebtConsolidation,703,Member,NonAffiliate,AH,21732,0.04961,0.04961,0,1,0.000,0,0,
2,86860,3,MajorPurchase,825,NonMember,Affiliate,AI,34374,0.03249,0.03249,1,0,0.400,1,0,7
4,56715,6,Auto,684,NonMember,Affiliate,AC,38346,0.04881,0.04881,0,1,0.000,0,0,
4,65535,4,MajorPurchase,735,NonMember,NonAffiliate,AH,42585,0.04553,0.04553,1,0,0.450,0,1,
2,90547,4,Auto,801,NonMember,Affiliate,AA,53595,0.03263,0.03263,1,0,0.400,0,1,
2,72832,6,HomeImprovement,774,NonMember,NonAffiliate,AD,43057,0.04171,0.04171,1,0,0.450,0,1,
4,81696,4,HomeImprovement,779,NonMember,NonAffiliate,AF,50297,0.04105,0.04105,1,0,0.450,0,0,
5,52819,4,Medical,717,Member,NonAffiliate,AD,37429,0.04665,0.04665,1,0,0.550,1,1,2
2,84581,5,MajorPurchase,825,Member,NonAffiliate,AA,51678,0.03257,0.03257,0,1,0.000,0,0,
4,62791,5,MajorPurchase,698,Member,NonAffiliate,AG,28848,0.04897,0.04897,1,0,0.550,1,1,7
4,77265,3,Auto,755,NonMember,NonAffiliate,AE,40861,0.03997,0.03997,1,0,0.450,1,1,5
2,81981,4,Auto,784,Member,NonAffiliate,AE,48195,0.03465,0.03465,1,0,0.550,0,1,
4,66326,2,Auto,712,NonMember,Affiliate,AF,27351,0.04261,0.04261,1,0,0.400,0,1,
2,90259,4,HomeImprovement,814,Member,Affiliate,AE,39332,0.03200,0.03200,1,0,0.500,1,0,1
4,55303,5,Medical,695,NonMember,Affiliate,AD,22788,0.04817,0.04817,1,0,0.400,1,0,7
4,77608,6,HomeImprovement,742,Member,Affiliate,AB,28277,0.04199,0.04199,1,0,0.500,0,0,
3,80481,5,MajorPurchase,784,NonMember,NonAffiliate,AF,34640,0.03961,0.03961,0,1,0.000,0,0,
3,67693,5,MajorPurchase,741,NonMember,NonAffiliate,AD,29930,0.04339,0.04339,0,1,0.000,0,0,
2,83406,4,HomeImprovement,841,Member,NonAffiliate,AA,47503,0.03200,0.03200,1,0,0.550,0,1,
2,91247,2,DebtConsolidation,811,NonMember,NonAffiliate,AD,48327,0.03339,0.03339,1,0,0.450,1,1,7
10,30802,7,Medical,613,NonMember,NonAffiliate,AA,21299,0.06351,0.06351,0,1,0.000,0,0,
4,66670,3,DebtConsolidation,740,NonMember,NonAffiliate,AH,45267,0.04257,0.04257,1,0,0.450,1,1,7
8,49889,4,DebtConsolidation,647,NonMember,NonAffiliate,AC,13694,0.05555,0.05555,0,1,0.000,0,0,
4,87960,3,HomeImprovement,796,Member,NonAffiliate,AD,31122,0.03741,0.03741,1,0,0.550,1,1,9
10,49046,4,MajorPurchase,623,NonMember,NonAffiliate,AE,22037,0.05785,0.05785,1,0,0.450,1,0,7
2,93806,7,Auto,823,Member,NonAffiliate,AB,52977,0.03547,0.03547,1,0,0.550,0,0,
7,39938,7,DebtConsolidation,640,NonMember,NonAffiliate,AI,26448,0.05969,0.05969,0,1,0.000,0,0,
4,81932,2,MajorPurchase,778,Member,NonAffiliate,AG,33430,0.03827,0.03827,1,0,0.550,1,1,2
4,63651,7,Medical,730,NonMember,NonAffiliate,AD,37026,0.04849,0.04849,1,0,0.450,0,1,
4,53274,5,Medical,689,NonMember,Affiliate,AG,39615,0.04841,0.04841,1,0,0.400,1,1,10
9,40044,2,Medical,634,NonMember,NonAffiliate,AA,18762,0.05481,0.05481,1,0,0.450,1,1,8
2,88829,3,DebtConsolidation,792,Member,Affiliate,AC,32624,0.03341,0.03341,1,0,0.500,1,1,6
2,89111,5,Auto,800,Member,Affiliate,AB,34459,0.03345,0.03345,1,0,0.500,1,1,6
5,50330,7,DebtConsolidation,692,NonMember,NonAffiliate,AD,28177,0.05307,0.05307,0,1,0.000,0,0,
8,53420,2,Medical,645,NonMember,Affiliate,AG,31341,0.05233,0.05233,0,1,0.000,0,0,
4,66788,3,MajorPurchase,712,NonMember,Affiliate,AA,41550,0.04229,0.04229,0,1,0.000,0,0,
6,43689,2,DebtConsolidation,659,Member,NonAffiliate,AH,36052,0.05123,0.05123,0,1,0.000,0,0,
6,58131,7,Auto,657,NonMember,Affiliate,AI,27966,0.05719,0.05719,1,0,0.400,0,1,
6,53268,4,Auto,675,NonMember,NonAffiliate,AH,15333,0.05299,0.05299,0,1,0.000,0,0,
6,53780,4,MajorPurchase,640,Member,Affiliate,AH,25308,0.05219,0.05219,0,1,0.000,0,0,
2,84585,2,DebtConsolidation,787,NonMember,NonAffiliate,AF,45406,0.03495,0.03495,1,0,0.450,0,1,
9,50829,2,Auto,621,Member,NonAffiliate,AH,30920,0.05599,0.05599,1,0,0.550,0,1,
8,58608,3,DebtConsolidation,661,Member,NonAffiliate,AC,34634,0.05147,0.05147,1,0,0.550,1,1,1
8,49275,7,MajorPurchase,674,Member,NonAffiliate,AE,28000,0.05493,0.05493,1,0,0.550,1,1,8
2,88758,6,MajorPurchase,825,Member,Affiliate,AC,53861,0.03337,0.03337,1,0,0.500,1,1,9
4,53656,4,MajorPurchase,710,Member,Affiliate,AF,33941,0.04395,0.04395,1,0,0.500,0,0,
8,36857,7,HomeImprovement,644,Member,NonAffiliate,AH,23754,0.05929,0.05929,0,1,0.000,0,0,
2,73625,3,HomeImprovement,806,Member,NonAffiliate,AD,38536,0.03365,0.03365,1,0,0.550,1,1,3
2,68798,5,DebtConsolidation,774,Member,NonAffiliate,AE,50761,0.03755,0.03755,1,0,0.550,1,0,10
1,87329,4,HomeImprovement,842,NonMember,Affiliate,AI,42119,0.03200,0.03200,1,0,0.400,1,0,7
1,97502,7,Medical,847,Member,NonAffiliate,AA,46740,0.03267,0.03267,1,0,0.550,1,0,2
8,36525,2,HomeImprovement,619,NonMember,Affiliate,AF,30490,0.05535,0.05535,1,0,0.400,1,0,8
5,71939,5,Auto,729,Member,Affiliate,AF,25519,0.04445,0.04445,1,0,0.500,1,0,8
2,92328,3,Medical,828,Member,Affiliate,AE,41878,0.03200,0.03200,1,0,0.500,1,1,6
2,89856,3,DebtConsolidation,839,Member,NonAffiliate,AD,54056,0.03200,0.03200,1,0,0.550,1,1,7
8,34661,6,MajorPurchase,609,NonMember,NonAffiliate,AA,14605,0.06037,0.06037,1,0,0.450,1,1,1
2,88135,2,DebtConsolidation,803,Member,Affiliate,AH,54211,0.03200,0.03200,1,0,0.500,0,1,
6,55329,4,Auto,687,NonMember,NonAffiliate,AB,22591,0.04937,0.04937,1,0,0.450,0,1,
7,40256,5,Medical,654,Member,NonAffiliate,AA,25797,0.05359,0.05359,0,1,0.000,0,0,
2,76508,2,Auto,810,NonMember,NonAffiliate,AB,52943,0.03223,0.03223,1,0,0.450,0,1,
9,40844,5,HomeImprovement,625,NonMember,Affiliate,AH,19756,0.05921,0.05921,0,1,0.000,0,0,
8,56344,2,DebtConsolidation,677,Member,NonAffiliate,AB,17933,0.04979,0.04979,0,1,0.000,0,0,
7,55692,2,DebtConsolidation,672,NonMember,Affiliate,AG,24276,0.04963,0.04963,1,0,0.400,0,1,
2,82511,4,MajorPurchase,843,Member,NonAffiliate,AH,47915,0.03237,0.03237,1,0,0.550,1,1,9
8,36085,5,Auto,616,NonMember,NonAffiliate,AA,16272,0.05917,0.05917,1,0,0.450,0,1,
1,89819,4,Auto,824,Member,NonAffiliate,AD,50599,0.03200,0.03200,1,0,0.550,0,0,
6,53737,7,DebtConsolidation,683,Member,NonAffiliate,AF,20732,0.05287,0.05287,0,1,0.000,0,0,
2,94202,6,Medical,848,Member,Affiliate,AH,53512,0.03321,0.03321,1,0,0.500,1,0,9
2,90252,4,Medical,836,Member,Affiliate,AE,38610,0.03200,0.03200,0,1,0.000,0,0,
1,97917,4,HomeImprovement,834,NonMember,NonAffiliate,AD,49760,0.03303,0.03303,1,0,0.450,0,1,
8,27779,6,DebtConsolidation,602,Member,NonAffiliate,AH,26250,0.06161,0.06161,0,1,0.000,0,0,
8,51076,4,HomeImprovement,651,Member,Affiliate,AF,13055,0.05335,0.05335,1,0,0.500,0,1,
1,99872,7,DebtConsolidation,846,Member,NonAffiliate,AE,47641,0.03237,0.03237,1,0,0.550,1,1,9
5,58490,4,HomeImprovement,697,Member,NonAffiliate,AH,38880,0.04911,0.04911,1,0,0.550,1,1,7
1,94770,3,DebtConsolidation,848,Member,NonAffiliate,AI,43245,0.03200,0.03200,1,0,0.550,0,0,
7,38590,3,Auto,642,Member,NonAffiliate,AA,15616,0.05125,0.05125,0,1,0.000,0,0,
6,51904,5,DebtConsolidation,667,NonMember,Affiliate,AD,23907,0.05193,0.05193,0,1,0.000,0,0,
9,28048,3,HomeImprovement,604,Member,NonAffiliate,AI,24959,0.05941,0.05941,1,0,0.550,0,1,
8,58658,6,HomeImprovement,668,NonMember,Affiliate,AF,20579,0.05493,0.05493,0,1,0.000,0,0,
5,62322,3,Auto,705,NonMember,NonAffiliate,AD,38062,0.04645,0.04645,1,0,0.450,0,0,
2,88157,6,DebtConsolidation,790,NonMember,Affiliate,AD,33361,0.03851,0.03851,1,0,0.400,0,1,
2,84194,3,Medical,778,Member,Affiliate,AF,40775,0.03541,0.03541,0,1,0.000,0,0,
10,47808,2,Auto,609,NonMember,Affiliate,AI,23108,0.05871,0.05871,1,0,0.400,0,1,
6,46991,4,Auto,673,NonMember,NonAffiliate,AH,23501,0.05293,0.05293,1,0,0.450,1,0,4
1,82220,4,Medical,813,NonMember,NonAffiliate,AB,54086,0.03363,0.03363,1,0,0.450,0,1,
6,42922,3,Auto,649,Member,Affiliate,AA,16837,0.04875,0.04875,1,0,0.500,1,0,9
1,81170,3,DebtConsolidation,815,NonMember,NonAffiliate,AC,45480,0.03309,0.03309,1,0,0.450,1,0,6
4,65129,6,Medical,747,Member,NonAffiliate,AF,40055,0.04427,0.04427,0,1,0.000,0,0,
5,66559,3,Auto,736,NonMember,NonAffiliate,AE,31164,0.04279,0.04279,1,0,0.450,0,1,
8,51238,5,Medical,652,Member,NonAffiliate,AI,17001,0.05735,0.05735,1,0,0.550,1,1,8
3,70053,6,Medical,794,Member,NonAffiliate,AE,41637,0.03805,0.03805,1,0,0.550,0,0,
3,74115,5,DebtConsolidation,743,Member,NonAffiliate,AI,40013,0.04337,0.04337,1,0,0.550,1,1,5
4,65865,4,MajorPurchase,740,Member,NonAffiliate,AD,38388,0.04213,0.04213,1,0,0.550,0,1,
2,82301,6,MajorPurchase,840,Member,Affiliate,AA,56901,0.03200,0.03200,1,0,0.500,1,1,9
3,62805,3,MajorPurchase,732,NonMember,NonAffiliate,AA,39516,0.04109,0.04109,0,1,0.000,0,0,
6,60647,6,Auto,692,NonMember,Affiliate,AA,37935,0.04971,0.04971,0,1,0.000,0,0,
4,87492,2,Medical,798,Member,NonAffiliate,AD,34965,0.03621,0.03621,1,0,0.550,0,1,
1,81211,7,HomeImprovement,808,Member,Affiliate,AE,35767,0.03405,0.03405,1,0,0.500,1,1,4
4,65179,4,Medical,744,Member,NonAffiliate,AH,30306,0.04283,0.04283,1,0,0.550,1,1,6
8,46461,7,Medical,668,NonMember,NonAffiliate,AH,16584,0.05859,0.05859,0,1,0.000,0,0,
8,46728,5,HomeImprovement,603,NonMember,Affiliate,AB,21587,0.05811,0.05811,1,0,0.400,0,0,
3,75413,6,Auto,734,Member,Affiliate,AI,25642,0.04495,0.04495,1,0,0.500,1,1,5
1,90848,3,HomeImprovement,846,NonMember,NonAffiliate,AB,43164,0.03200,0.03200,1,0,0.450,0,0,
7,57675,5,Auto,659,Member,NonAffiliate,AG,22241,0.05549,0.05549,1,0,0.550,0,1,
8,39029,3,Auto,616,Member,NonAffiliate,AD,28302,0.05731,0.05731,0,1,0.000,0,0,
5,56015,5,MajorPurchase,689,NonMember,Affiliate,AH,38215,0.04981,0.04981,0,1,0.000,0,0,
4,75597,4,Medical,745,Member,NonAffiliate,AB,45302,0.04097,0.04097,1,0,0.550,0,1,
10,36967,7,HomeImprovement,603,NonMember,NonAffiliate,AI,29599,0.06621,0.06621,0,1,0.000,0,0,
6,65361,5,Medical,689,NonMember,NonAffiliate,AA,23748,0.05007,0.05007,0,1,0.000,0,0,
9,52790,5,HomeImprovement,631,Member,Affiliate,AB,13625,0.05641,0.05641,0,1,0.000,0,0,
4,85705,7,MajorPurchase,783,NonMember,NonAffiliate,AE,39284,0.04131,0.04131,1,0,0.450,0,1,
10,50212,5,MajorPurchase,629,NonMember,NonAffiliate,AG,31836,0.06119,0.06119,0,1,0.000,0,0,
6,67978,5,HomeImprovement,709,Member,Affiliate,AD,22504,0.04741,0.04741,1,0,0.500,1,1,8
3,77661,3,Auto,787,NonMember,Affiliate,AD,41015,0.03585,0.03585,1,0,0.400,0,1,
10,52689,3,Auto,627,Member,Affiliate,AG,29804,0.05635,0.05635,1,0,0.500,0,1,
10,41976,2,DebtConsolidation,630,Member,Affiliate,AG,9978,0.05527,0.05527,1,0,0.500,1,0,2
7,42979,3,Medical,649,Member,NonAffiliate,AG,12234,0.05315,0.05315,1,0,0.550,0,1,
10,44255,4,HomeImprovement,603,NonMember,Affiliate,AI,26748,0.06111,0.06111,0,1,0.000,0,0,
7,48898,4,MajorPurchase,648,Member,Affiliate,AE,35191,0.05053,0.05053,0,1,0.000,0,0,
4,66138,4,MajorPurchase,740,NonMember,NonAffiliate,AB,33471,0.04203,0.04203,1,0,0.450,1,1,1
5,64855,3,Auto,730,Member,Affiliate,AH,33918,0.04289,0.04289,1,0,0.500,1,1,7
4,57250,7,HomeImprovement,712,NonMember,Affiliate,AG,39415,0.04905,0.04905,0,1,0.000,0,0,
4,84584,6,DebtConsolidation,781,Member,NonAffiliate,AE,34086,0.03911,0.03911,1,0,0.550,0,0,
4,65112,7,Medical,750,NonMember,NonAffiliate,AG,39933,0.04703,0.04703,0,1,0.000,0,0,
6,52921,6,MajorPurchase,681,NonMember,Affiliate,AC,26347,0.05087,0.05087,0,1,0.000,0,0,
7,42228,2,HomeImprovement,641,Member,NonAffiliate,AF,13382,0.05145,0.05145,0,1,0.000,0,0,
1,85643,3,MajorPurchase,844,Member,NonAffiliate,AF,58238,0.03200,0.03200,1,0,0.550,1,1,2
2,78932,7,Medical,823,NonMember,Affiliate,AG,53250,0.03637,0.03637,1,0,0.400,1,1,2
9,39573,7,HomeImprovement,604,Member,NonAffiliate,AF,24779,0.06291,0.06291,1,0,0.550,1,1,7
6,51260,2,Auto,648,NonMember,Affiliate,AG,29981,0.05039,0.05039,1,0,0.400,1,1,4
2,96761,3,HomeImprovement,845,NonMember,NonAffiliate,AF,38071,0.03200,0.03200,0,1,0.000,0,0,
9,46403,7,Medical,620,Member,Affiliate,AE,28011,0.05795,0.05795,1,0,0.500,1,0,9
2,62689,3,HomeImprovement,761,NonMember,Affiliate,AH,25844,0.03743,0.03743,1,0,0.400,1,1,7
1,88697,7,Medical,841,NonMember,Affiliate,AG,57387,0.03401,0.03401,1,0,0.400,0,1,
6,60339,2,Auto,711,Member,Affiliate,AC,42366,0.04319,0.04319,1,0,0.500,0,1,
3,76647,2,MajorPurchase,780,NonMember,Affiliate,AF,48059,0.03445,0.03445,1,0,0.400,0,1,
8,54782,6,Medical,674,NonMember,NonAffiliate,AE,31635,0.05467,0.05467,0,1,0.000,0,0,
5,56931,6,HomeImprovement,699,Member,Affiliate,AB,30758,0.04821,0.04821,1,0,0.500,0,1,
3,75926,3,HomeImprovement,749,NonMember,NonAffiliate,AB,28367,0.03989,0.03989,1,0,0.450,1,1,9
4,71452,3,MajorPurchase,736,Member,NonAffiliate,AD,30763,0.04269,0.04269,1,0,0.550,1,0,4
6,50960,3,Medical,642,Member,NonAffiliate,AH,20455,0.05249,0.05249,1,0,0.550,1,0,3
4,83514,6,Medical,775,NonMember,NonAffiliate,AG,42667,0.04401,0.04401,0,1,0.000,0,0,
3,81086,3,Auto,782,Member,NonAffiliate,AE,37218,0.03451,0.03451,1,0,0.550,1,1,1
3,65157,5,DebtConsolidation,747,NonMember,NonAffiliate,AF,30587,0.04313,0.04313,1,0,0.450,1,1,10
7,49014,7,Medical,640,NonMember,Affiliate,AB,28996,0.05599,0.05599,1,0,0.400,0,1,
1,72567,2,Auto,800,NonMember,NonAffiliate,AB,50556,0.03200,0.03200,1,0,0.450,1,1,4
3,76374,2,DebtConsolidation,798,Member,Affiliate,AF,33115,0.03351,0.03351,1,0,0.500,1,0,6
10,40988,6,MajorPurchase,628,Member,NonAffiliate,AB,23169,0.06005,0.06005,1,0,0.550,1,1,8
5,76382,5,HomeImprovement,752,NonMember,NonAffiliate,AB,39229,0.04423,0.04423,1,0,0.450,1,1,6
4,82649,2,DebtConsolidation,787,Member,NonAffiliate,AE,42967,0.03425,0.03425,1,0,0.550,1,1,6
6,65935,3,DebtConsolidation,693,NonMember,NonAffiliate,AG,39858,0.04951,0.04951,0,1,0.000,0,0,
4,55492,3,Auto,708,NonMember,NonAffiliate,AG,41327,0.04569,0.04569,0,1,0.000,0,0,
7,55650,4,Auto,659,NonMember,Affiliate,AA,15772,0.05195,0.05195,1,0,0.400,1,1,5
2,88550,2,Medical,846,Member,Affiliate,AG,49418,0.03200,0.03200,1,0,0.500,0,0,
3,73963,3,Auto,767,NonMember,NonAffiliate,AD,37336,0.03917,0.03917,1,0,0.450,0,0,
4,80969,2,HomeImprovement,767,NonMember,Affiliate,AI,48086,0.03851,0.03851,1,0,0.400,1,1,2
9,39907,3,Auto,616,NonMember,NonAffiliate,AG,29169,0.05961,0.05961,0,1,0.000,0,0,
2,93257,6,DebtConsolidation,841,Member,Affiliate,AE,41088,0.03200,0.03200,1,0,0.500,0,1,
4,77426,4,MajorPurchase,768,Member,Affiliate,AH,26345,0.03963,0.03963,1,0,0.500,0,0,
5,65724,2,Auto,742,NonMember,NonAffiliate,AI,37087,0.04283,0.04283,1,0,0.450,1,1,9
4,65176,5,MajorPurchase,761,Member,NonAffiliate,AA,34564,0.03997,0.03997,0,1,0.000,0,0,
1,77809,3,HomeImprovement,818,NonMember,NonAffiliate,AD,37902,0.03365,0.03365,1,0,0.450,0,1,
3,72297,3,Auto,772,Member,NonAffiliate,AA,27875,0.03663,0.03663,1,0,0.550,0,0,
1,91435,3,HomeImprovement,819,Member,NonAffiliate,AF,53534,0.03233,0.03233,1,0,0.550,1,1,8
1,86500,3,Medical,844,Member,Affiliate,AC,48107,0.03200,0.03200,1,0,0.500,0,1,
1,87390,2,DebtConsolidation,804,Member,Affiliate,AB,49525,0.03200,0.03200,1,0,0.500,1,1,1
7,59553,4,Auto,672,NonMember,NonAffiliate,AG,15702,0.05359,0.05359,0,1,0.000,0,0,
8,44031,2,HomeImprovement,615,Member,NonAffiliate,AH,19367,0.05687,0.05687,1,0,0.550,0,1,
